Getting products from df
Getting products from df
[INFO]2022-05-15 20:30:45,746|views|PID:15004 TID:19104||Getting products from df
[INFO] 2022-05-15 20:42:11,744 | views | PID:19128 TID:3396 | Username admin UserIP: 127.0.0.1 | Path: /products | Getting products from df
[INFO] 2022-05-15 20:42:13,239 | views | PID:19128 TID:3396 | Username admin UserIP: 127.0.0.1 | Path: /products | Getting products from df
[INFO] 2022-05-15 20:42:37,906 | views | PID:19128 TID:3396 | Username AnonymousUser UserIP: 127.0.0.1 | Path: /products | Getting products from df
[INFO] 2022-05-15 20:48:11,675 | views | PID:31952 TID:17324 | Username AnonymousUser UserIP: 127.0.0.1 | Path: /contact_us | Post: <QueryDict: {'csrfmiddlewaretoken': ['EQNdIr4Dcq39cG465rFEQjpy654SAnVkDZ2n0J2qTcEIs5wwPp4CogeJBy0KQKaO'], 'first_name': ['Сергей'], 'last_name': ['Бубнов'], 'email': ['kover1998@bk.ru'], 'message': ['Прекрасный магазин, очень вкусный хлеб']}>| Creating comment
[INFO] 2022-05-15 20:48:35,704 | views | PID:31952 TID:17324 | Username AnonymousUser UserIP: 127.0.0.1 | Path: /contact_us | Post: <QueryDict: {'csrfmiddlewaretoken': ['MRfZ4MN19BAFCbbyQN4ITAllwHV12FwZL0u9m4LOQnbeSADYALtGrxaw1aRTi2Lt'], 'first_name': ['Сергей'], 'last_name': ['Иванов'], 'email': ['ff@d.ru'], 'message': ['Самый вкусный хлеб в городе\r\n']}>| Creating comment
[INFO] 2022-05-15 21:01:58,407 | views | PID:17100 TID:25448 | Username AnonymousUser UserIP: 127.0.0.1 | Path: /products | Getting products from df
[INFO] 2022-05-15 21:03:16,303 | views | PID:15308 TID:13480 | Username AnonymousUser UserIP: 127.0.0.1 | Path: /products | Getting products from df
[INFO] 2022-05-15 21:03:46,648 | views | PID:15308 TID:13480 | Username AnonymousUser UserIP: 127.0.0.1 | Path: /products | Getting products from df
[INFO] 2022-05-15 21:05:35,264 | views | PID:32100 TID:30504 | Username AnonymousUser UserIP: 127.0.0.1 | Path: /contact_us | Creating comment <QueryDict: {'csrfmiddlewaretoken': ['hfhZfuZnnYhjqKafS8N6HWMPoOepnkgcgow9xMXa4KSSG9CFC6c4fTB0ThahDHvG'], 'first_name': ['Oksana'], 'last_name': ['Ivenko'], 'email': ['ko@ya.ru'], 'message': ['Super shop. Very good price']}>
[INFO] 2022-05-15 21:09:09,630 | views | PID:24208 TID:23844 | Username AnonymousUser UserIP: 127.0.0.1 | Path: /products | Searching product <QueryDict: {}>  from df
[INFO] 2022-05-15 21:09:09,631 | views | PID:24208 TID:23844 | Username AnonymousUser UserIP: 127.0.0.1 | Path: /products | Getting products from df
[INFO] 2022-05-15 21:09:27,117 | views | PID:24208 TID:23844 | Username AnonymousUser UserIP: 127.0.0.1 | Path: /products | Searching product <QueryDict: {'csrfmiddlewaretoken': ['AoL6SaCGKkwJN4AjEblfbiauPR1ljjjozx0gasAtr67i3t2Jo9KdJfZFkkXdzGyS'], 'src': ['moloko']}>  from df
[INFO] 2022-05-15 21:09:27,118 | views | PID:24208 TID:23844 | Username AnonymousUser UserIP: 127.0.0.1 | Path: /products | Getting products from df
[INFO] 2022-05-15 21:11:09,315 | views | PID:15736 TID:23388 | Username AnonymousUser UserIP: 127.0.0.1 | Path: /products | Searching product <QueryDict: {'csrfmiddlewaretoken': ['cDXHuWrxjrxJUqVXgeknGRuC5eJWjbgEbMcRMepk0d8iaPnn0cJleOjNAHFOzyv8'], 'src': ['молоко']}>  from df
[INFO] 2022-05-15 21:11:09,316 | views | PID:15736 TID:23388 | Username AnonymousUser UserIP: 127.0.0.1 | Path: /products | Getting products from df
[INFO] 2022-05-15 21:11:27,938 | views | PID:15736 TID:23388 | Username AnonymousUser UserIP: 127.0.0.1 | Path: /products | Searching product <QueryDict: {'csrfmiddlewaretoken': ['cDXHuWrxjrxJUqVXgeknGRuC5eJWjbgEbMcRMepk0d8iaPnn0cJleOjNAHFOzyv8'], 'src': ['молоко']}>  from df
